dataset_id	sample_id	tier1	tier2	tier3	generic_sample_type	parental_cell_type	final_cell_type	include_blood	include_imac	platform	display_metadata
7171	GSM2390682				HP	induced pluripotent stem cell	haematopoietic stem progenitor cell	false	false	HiSeq 4000	
7268	GSM2360259	SC-Dev	MPHP	iPSC	stem-progenitor cell	induced pluripotent stem cell	multipotent progenitor	false	true	HiSeq 2500	Abud 2017 iPSC MPHP CD43+ CD235a+ CD41+ 
7171	GSM2390644				myeloid	acute myeloid leukemia	acute myeloid leukemia	false	false	HiSeq 4000	
7268	GSM2360258	SC-Dev	MPHP	iPSC	stem-progenitor cell	induced pluripotent stem cell	multipotent progenitor	false	true	HiSeq 2500	Abud 2017 iPSC MPHP CD43+ CD235a+ CD41+ 
7171	GSM2390646				myeloid	acute myeloid leukemia	acute myeloid leukemia	false	false	HiSeq 4000	
6353	GSM1215786	Unspecified Blood	PBMC	adult	peripheral blood mononuclear cell	peripheral blood mononuclear cell	peripheral blood mononuclear cell	false	false	SurePrint G3 GE 8x60K 028004	PBMC PBMC  adult
7323	GSM2849366	SC-Dev	MHP	pluripotent	HPC	embryonic stem cell	hematopoietic stem progenitor cell	false	true	HuGene-2_0-ST	CA2 ESCs, CD34+ CD45+ GFP+ sorted population, pHIV-CXCR4-ires-eGFP, termed CXCR4+, biological rep2
7323	GSM2849369	SC-Dev	MHP	pluripotent	HPC	embryonic stem cell	hematopoietic stem progenitor cell	false	true	HuGene-2_0-ST	CA2 ESCs, CD34 positive CD45 positive GFP negative sorted population, pHIV-ires-eGFP, termed CXCR4-, biological rep3
7323	GSM2849367	SC-Dev	MHP	pluripotent	HPC	embryonic stem cell	hematopoietic stem progenitor cell	false	true	HuGene-2_0-ST	CA2 ESCs, CD34+ CD45+ GFP- sorted population, pHIV-CXCR4-ires-eGFP, termed CXCR4-, biological rep1
7171	GSM2390665				HP	induced pluripotent stem cell	haematopoietic stem progenitor cell	false	false	HiSeq 4000	
7264	GSM1338815	SC-Dev	macrophage	iPSC	macrophage	induced pluripotent stem cell	macrophage	false	true	HiSeq 2000	Zhang 2015 iPSC Macrophage
7264	GSM1925968	SC-Dev	macrophage	iPSC	macrophage	induced pluripotent stem cell	macrophage	false	true	HiSeq 2000	Zhang 2015 iPSC Macrophage
7323	GSM2849368	SC-Dev	MHP	pluripotent	HPC	embryonic stem cell	hematopoietic stem progenitor cell	false	true	HuGene-2_0-ST	CA2 ESCs, CD34 positive CD45 positive GFP positive sorted population, pHIV-ires-eGFP, termed CXCR4-, biological rep2
6463	GSM994853	in vivo	TRM	tumor associated macrophage	myeloid	macrophage	tumor associated macrophage	true	true	HuGene-1_1-ST	TRM tumor ascites HLA-DR+ CD11c+ CD16+ BDCA1- FceRI-  adult
6463	GSM994851	in vivo	TRM	tumor associated macrophage	myeloid	macrophage	tumor associated macrophage	true	true	HuGene-1_1-ST	TRM tumor ascites HLA-DR+ CD11c+ CD16+ BDCA1- FceRI-  adult
7079	FANTOM6-7	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM-15	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM6-5	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM9	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM11	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM-17	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM13	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM-19	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206-  adult
7079	FANTOM-14	in vivo	TRM	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM-16	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM-20	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM12	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM-18	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM10	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM6-6	in vivo	myeloid	gut macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM Gut CD206+  adult
7079	FANTOM6-1	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- OA adult
7079	FANTOM6-3	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- OA adult
7079	FANTOM6-2	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ OA adult
7079	FANTOM6-4	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ OA adult
7079	FANTOM31	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- RA adult
7079	FANTOM29	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- RA adult
7079	FANTOM27	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- RA adult
7079	FANTOM21	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- RA adult
7079	FANTOM35	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- RA adult
7079	FANTOM25	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206- RA adult
7079	FANTOM36	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM32	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM22	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM28	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM26	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM30	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM-24	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
7079	FANTOM34	in vivo	myeloid	synovial macrophage	myeloid	macrophage	null	true	true	NextSeq 500	TRM synovium CD206+ RA adult
5003	GSM609632_5202764005792185120204.E02	myeloid	Granulocyte	neonatal	basophil	basophil	NULL	false	false	U133AAofAV2	basophil FSC(hi) SSC(lo) CD22+ CD123+ CD33+/- CD45(dim)  neonatal
6371	GSM265036	myeloid	TRM	adult	macrophage	macrophage	NULL	false	false	Human Genome U95v2	TRM synovium CD14+  adult
7193	GSM2576757				neuron associated cell	microglia	NULL	false	false	HiSeq 2500	
6371	GSM265361	myeloid	TRM	adult	macrophage	macrophage	NULL	false	false	Human Genome U95v2	TRM synovium CD14+  adult
6371	GSM265363	myeloid	TRM	adult	macrophage	macrophage	NULL	false	false	Human Genome U95v2	TRM synovium CD14+  adult
7193	GSM2576758				neuron associated cell	microglia	NULL	false	false	HiSeq 2500	
6371	GSM265366	myeloid	TRM	adult	macrophage	macrophage	NULL	false	false	Human Genome U95v2	TRM synovium CD14+  adult
7193	GSM2576773	in vivo	TRM	kupffer cell	hematopoietic cell	macrophage	NULL	true	true	HiSeq 2500	
7193	GSM2576774	in vivo	TRM	kupffer cell	hematopoietic cell	macrophage	NULL	true	true	HiSeq 2500	
7323	GSM2849362	hematopoietic stem and progenitor cell	MHP	neonatal	HPC	hematopoietic stem progenitor cell	NULL	true	true	HuGene-2_0-ST	
7323	GSM2849363	hematopoietic stem and progenitor cell	MHP	neonatal	HPC	hematopoietic stem progenitor cell	NULL	true	true	HuGene-2_0-ST	
7323	GSM2849364	hematopoietic stem and progenitor cell	MHP	neonatal	HPC	hematopoietic stem progenitor cell	NULL	true	true	HuGene-2_0-ST	
7371	GSM2651067	in vivo	TRM	kupffer cell	kupffer cell	kupffer cell	NULL	true	true	HuGene-2_0-ST	Kupffer cell
7371	GSM2651068	in vivo	TRM	kupffer cell	kupffer cell	kupffer cell	NULL	true	true	HuGene-2_0-ST	Kupffer cell
7371	GSM2651069	in vivo	TRM	kupffer cell	kupffer cell	kupffer cell	NULL	true	true	HuGene-2_0-ST	Kupffer cell
6195	GSM945645				AT2	null	null	false	false	HumanHT-12	
6195	GSM945648				AT2	null	null	false	false	HumanHT-12	
6195	GSM945654				AT2	null	null	false	false	HumanHT-12	
6195	GSM945658				AT2	null	null	false	false	HumanHT-12	
6195	GSM945646				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945653				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945655				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945644				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945650				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945657				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945651				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945643				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945649				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945652				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945647				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945656				AT2-intermediate	null	null	false	false	HumanHT-12	
6195	GSM945659				AT2-intermediate	null	null	false	false	HumanHT-12	
6110	GSM469135	lymphocyte	unspecified	adult	peripheral blood mononuclear cell	null	null	false	false	HG-U133_2	unspecified ficoll lymphocyte fraction  adult
6110	GSM469134	lymphocyte	unspecified	adult	peripheral blood mononuclear cell	null	null	false	false	HG-U133_2	unspecified ficoll lymphocyte fraction  adult
6110	GSM469133	lymphocyte	unspecified	adult	peripheral blood mononuclear cell	null	null	false	false	HG-U133_2	unspecified ficoll lymphocyte fraction  adult
6393	GSM1254289	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  FBS neonatal
6393	GSM1254294	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  human platelet lysate neonatal
6393	GSM1289029	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  FBS neonatal
6393	GSM1254291	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  human serum neonatal
6393	GSM1254292	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  human serum neonatal
6393	GSM1254293	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  human platelet lysate neonatal
6393	GSM1254290	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  FBS neonatal
6393	GSM1289030	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  FBS neonatal
6393	GSM1289028	Stromal	fibroblast	neonatal	mesenchymal stromal cell	null	null	false	false	HG-U133_2	fibroblast  FBS neonatal
6322	GSM1070379	hematopoietic stem and progenitor cell	MHP	adult	hematopoietic stem cell	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+ ALDHhi  adult
6322	GSM1070380	hematopoietic stem and progenitor cell	MHP	adult	hematopoietic stem cell	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+ ALDHhi  adult
6322	GSM1070384	hematopoietic stem and progenitor cell	MHP	adult	hematopoietic stem cell	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+ ALDHhi  adult
6322	GSM1070385	hematopoietic stem and progenitor cell	MHP	adult	hematopoietic stem cell	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+ ALDHhi  adult
6322	GSM1070386	hematopoietic stem and progenitor cell	MHP	adult	hematopoietic stem cell	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+ ALDHhi  adult
6322	GSM1070369	hematopoietic stem and progenitor cell	MHP	adult	HSP	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+  adult
6322	GSM1070370	hematopoietic stem and progenitor cell	MHP	adult	HSP	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+  adult
6322	GSM1070374	hematopoietic stem and progenitor cell	MHP	adult	HSP	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+  adult
6322	GSM1070375	hematopoietic stem and progenitor cell	MHP	adult	HSP	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+  adult
6322	GSM1070376	hematopoietic stem and progenitor cell	MHP	adult	HSP	null	null	false	false	HuEx-1_0-ST	MHP CD34+CD38+  adult
6064	4294077037_C	Stromal	fibroblast	neonate	mesenchymal stromal cell	null	null	false	false	HumanRef-8	fibroblast CD29+ CD44+ CD45- CD49d+ CD49e+ CD73+ CD90+ CD105+ CD146+ CD49e+ CD166+  neonate
6064	4294077037_F	Stromal	fibroblast	neonate	mesenchymal stromal cell	null	null	false	false	HumanRef-8	fibroblast CD29+ CD44+ CD45- CD49d+ CD49e+ CD73+ CD90+ CD105+ CD146+ CD49e+ CD166+  neonate
6064	4294077038_A	Stromal	fibroblast	neonate	mesenchymal stromal cell	null	null	false	false	HumanRef-8	fibroblast CD29+ CD44+ CD45- CD49d+ CD49e+ CD73+ CD90+ CD105+ CD146+ CD49e+ CD166+  neonate
6064	4294077038_D	Stromal	fibroblast	neonate	mesenchymal stromal cell	null	null	false	false	HumanRef-8	fibroblast CD29+ CD44+ CD45- CD49d+ CD49e+ CD73+ CD90+ CD105+ CD146+ CD49e+ CD166+  neonate
6439	GSM1387835	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ MTB 24h adult
6439	GSM1387834	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ MTB 24h adult
6439	GSM1387836	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ MTB 24h adult
6439	GSM1387831	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ MTB 24h adult
6439	GSM1387830	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ MTB 24h adult
6439	GSM1387832	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ MTB 24h adult
6439	GSM1387825	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6439	GSM1387823	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6439	GSM1387824	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6439	GSM1387827	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6439	GSM1387828	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6439	GSM1387822	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6439	GSM1387826	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	Agilent 026652 4x44K v2	Monocyte CD14+ Tuberculosis patient +MTB 24h adult
6306	8959291040_F	hematopoietic stem and progenitor cell	MEP	neonatal	EP	null	null	false	false	HumanHT-12	MEP CD45-CD34+CD31Lo 
6306	8959291040_E	hematopoietic stem and progenitor cell	MEP	neonatal	EP	null	null	false	false	HumanHT-12	MEP CD45-CD34+CD31Lo 
6306	8959291040_H	hematopoietic stem and progenitor cell	MEP	neonatal	EP	null	null	false	false	HumanHT-12	MEP CD45-CD34+CD31Lo 
6806	GSM242899	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ NF-κB inhibitor (Bay11-7082) PI3K inhibitor (LY294002) 45min then HCMV 4h adult
6806	GSM242898	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ NF-κB inhibitor (Bay11-7082) PI3K inhibitor (LY294002) 45min then HCMV 4h adult
6806	GSM242895	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ NF-κB inhibitor (Bay11-7082) PI3K inhibitor (LY294002) 45min then HCMV 4h adult
6806	GSM242894	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ NF-κB inhibitor (Bay11-7082) PI3K inhibitor (LY294002) 45min then HCMV 4h adult
6806	GSM242897	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ NF-κB inhibitor (Bay11-7082) PI3K inhibitor (LY294002) 45min then HCMV 4h adult
6806	GSM242896	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ NF-κB inhibitor (Bay11-7082) PI3K inhibitor (LY294002) 45min then HCMV 4h adult
6806	GSM287916	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ media+ human serum 4h adult
6806	GSM287915	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ media+ human serum 4h adult
6806	GSM287914	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ media+ human serum 4h adult
6806	GSM287913	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ media+ human serum 4h adult
6806	GSM287912	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ media+ human serum 4h adult
6806	GSM287911	myeloid	Monocyte	adult	monocyte	null	null	false	false	Human Genome U95v2	Monocyte CD14+ media+ human serum 4h adult
5015	GSM515694	hematopoietic stem and progenitor cell	unspecified	neonatal	UCB	null	null	false	false	HumanRef-8	unspecified CD45-  neonatal
5015	GSM515693	hematopoietic stem and progenitor cell	unspecified	neonatal	UCB	null	null	false	false	HumanRef-8	unspecified CD45-  neonatal
6509	GSM870541	SC-Dev	MPHP	iPSC	iPSC-derived HPC	induced pluripotent stem cell	null	false	true	HuGene-1_0-ST	Chou 2012 iPSC MPHP CD43+ CD41+ CD235+ 
6509	GSM870542	SC-Dev	MPHP	iPSC	iPSC-derived HPC	induced pluripotent stem cell	null	false	true	HuGene-1_0-ST	Chou 2012 iPSC MPHP CD43+ CD41+ CD235+ 
6509	GSM870543	SC-Dev	MPHP	iPSC	iPSC-derived HPC	induced pluripotent stem cell	null	false	true	HuGene-1_0-ST	Chou 2012 iPSC MPHP CD43+ CD41+ CD235+ 
6509	GSM870544	SC-Dev	MPHP	iPSC	iPSC-derived HPC	induced pluripotent stem cell	null	false	true	HuGene-1_0-ST	Chou 2012 iPSC MPHP CD43+ CD41+ CD235+ trisomy 21 donor
6509	GSM870545	SC-Dev	MPHP	iPSC	iPSC-derived HPC	induced pluripotent stem cell	null	false	true	HuGene-1_0-ST	Chou 2012 iPSC MPHP CD43+ CD41+ CD235+ trisomy 21 donor
6509	GSM870546	SC-Dev	MPHP	iPSC	iPSC-derived HPC	induced pluripotent stem cell	null	false	true	HuGene-1_0-ST	Chou 2012 iPSC MPHP CD43+ CD41+ CD235+ trisomy 21 donor
6008	GSM607083				fibroblast	null	null	false	false	HuGene-1_0-ST	
6008	GSM607082				fibroblast	null	null	false	false	HuGene-1_0-ST	
6008	GSM607078				induced pluripotent stem cell	null	null	false	false	HuGene-1_0-ST	
6008	GSM607079				induced pluripotent stem cell	null	null	false	false	HuGene-1_0-ST	
6008	GSM607081				iPSC-derived HSP	null	null	false	false	HuGene-1_0-ST	
6008	GSM607080				iPSC-derived HSP	null	null	false	false	HuGene-1_0-ST	
6008	GSM607076				iPSC-intermediate	null	null	false	false	HuGene-1_0-ST	
6008	GSM607077				iPSC-intermediate	null	null	false	false	HuGene-1_0-ST	
6646	5666194025_J	myeloid	Monocyte	adult	monocyte	monocyte	null	false	true	HumanHT-12	Monocyte CD14+  adult
6646	9252616098_G	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ media 24h adult
6646	9252616061_L	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	9252616061_K	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+  adult
6646	9252616061_J	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ media 24h adult
6646	9252616061_I	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	5666194025_D	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+  adult
6646	9252616061_G	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	9252616061_F	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616061_E	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	9252616061_D	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+  adult
6646	9252616061_C	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	9252616061_B	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616061_A	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	5666194025_F	myeloid	Monocyte	adult	monocyte	monocyte	null	true	false	HumanHT-12	Monocyte CD14+  adult
6646	5666194025_A	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+  adult
6646	9252616020_B	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616020_C	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616020_A	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	9252616020_F	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	9252616098_A	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616020_D	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616020_E	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+  adult
6646	9252616020_J	myeloid	Monocyte	adult	monocyte	monocyte	null	true	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616020_K	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	9252616020_H	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616020_I	myeloid	Monocyte	adult	monocyte	monocyte	null	true	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	9252616020_L	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	7466516008_L	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	7466516008_H	myeloid	Monocyte	adult	monocyte	monocyte	null	false	true	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	7466516008_I	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	7466516008_J	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	7466516008_K	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	7466516008_D	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	7466516008_E	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	7466516008_F	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	7466516008_G	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	7466516008_A	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	7466516008_B	myeloid	Monocyte	adult	monocyte	monocyte	null	true	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	7466516008_C	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	9252616061_H	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	6898376096_E	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	6898376096_D	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	6898376096_G	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
6646	6898376096_F	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	6898376096_A	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ IFN-gamma 24h adult
6646	6898376096_C	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 2h adult
6646	6898376096_B	myeloid	Monocyte	adult	monocyte	monocyte	null	false	false	HumanHT-12	Monocyte CD14+ LPS 24h adult
